order,node_index,node_name,mesh_index,mesh_name,pointclip_top1_id,pointclip_top1_name,pointclip_top1_role,pointclip_top1_score,pointclip_top2_id,pointclip_top2_name,pointclip_top2_role,pointclip_top2_score,pointclip_margin,pointclip_topk_json
669,668,Mesh.1620,668,Mesh_1620.004,ordinary_irregular_part,ordinary irregular industrial part,ordinary_low_detail,0.1257181018590927,pin_rivet_key,pin rivet or key,repeated_fastener,0.11996106058359146,0.005757041275501251,"[{""rank"": 1, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.1257181018590927}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.11996106058359146}, {""rank"": 3, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.1092257872223854}, {""rank"": 4, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.10101734101772308}, {""rank"": 5, ""id"": ""plate_disc_panel"", ""name"": ""plate disc or panel"", ""role"": ""large_static_bulk"", ""score"": 0.09489700198173523}]"
670,669,Mesh.1578,669,Mesh_1578.004,ordinary_irregular_part,ordinary irregular industrial part,ordinary_low_detail,0.1477600634098053,pin_rivet_key,pin rivet or key,repeated_fastener,0.11872854083776474,0.029031522572040558,"[{""rank"": 1, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.1477600634098053}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.11872854083776474}, {""rank"": 3, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.11688783019781113}, {""rank"": 4, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.11329156905412674}, {""rank"": 5, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.08686365187168121}]"
671,670,Mesh.1580,670,Mesh_1580.004,washer_spacer_ring,washer spacer or ring,repeated_fastener,0.23018744587898254,nut,nut,repeated_fastener,0.10704711079597473,0.12314033508300781,"[{""rank"": 1, ""id"": ""washer_spacer_ring"", ""name"": ""washer spacer or ring"", ""role"": ""repeated_fastener"", ""score"": 0.23018744587898254}, {""rank"": 2, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.10704711079597473}, {""rank"": 3, ""id"": ""bearing_bushing"", ""name"": ""bearing or bushing"", ""role"": ""critical_preserve"", ""score"": 0.08336836844682693}, {""rank"": 4, ""id"": ""spring"", ""name"": ""spring"", ""role"": ""critical_preserve"", ""score"": 0.08207587152719498}, {""rank"": 5, ""id"": ""wheel_castor"", ""name"": ""wheel or castor"", ""role"": ""motion_precision"", ""score"": 0.07831733673810959}]"
672,671,Mesh.1581,671,Mesh_1581.004,nut,nut,repeated_fastener,0.15316307544708252,washer_spacer_ring,washer spacer or ring,repeated_fastener,0.13307037949562073,0.020092695951461792,"[{""rank"": 1, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.15316307544708252}, {""rank"": 2, ""id"": ""washer_spacer_ring"", ""name"": ""washer spacer or ring"", ""role"": ""repeated_fastener"", ""score"": 0.13307037949562073}, {""rank"": 3, ""id"": ""wheel_castor"", ""name"": ""wheel or castor"", ""role"": ""motion_precision"", ""score"": 0.07945995777845383}, {""rank"": 4, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.07582122087478638}, {""rank"": 5, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.07234911620616913}]"
673,672,Mesh.1579,672,Mesh_1579.004,washer_spacer_ring,washer spacer or ring,repeated_fastener,0.23101888597011566,nut,nut,repeated_fastener,0.10912559926509857,0.12189328670501709,"[{""rank"": 1, ""id"": ""washer_spacer_ring"", ""name"": ""washer spacer or ring"", ""role"": ""repeated_fastener"", ""score"": 0.23101888597011566}, {""rank"": 2, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.10912559926509857}, {""rank"": 3, ""id"": ""bearing_bushing"", ""name"": ""bearing or bushing"", ""role"": ""critical_preserve"", ""score"": 0.08237232267856598}, {""rank"": 4, ""id"": ""spring"", ""name"": ""spring"", ""role"": ""critical_preserve"", ""score"": 0.08109525591135025}, {""rank"": 5, ""id"": ""wheel_castor"", ""name"": ""wheel or castor"", ""role"": ""motion_precision"", ""score"": 0.07500085234642029}]"
674,673,Mesh.1582,673,Mesh_1582.004,nut,nut,repeated_fastener,0.15780657529830933,washer_spacer_ring,washer spacer or ring,repeated_fastener,0.15536001324653625,0.0024465620517730713,"[{""rank"": 1, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.15780657529830933}, {""rank"": 2, ""id"": ""washer_spacer_ring"", ""name"": ""washer spacer or ring"", ""role"": ""repeated_fastener"", ""score"": 0.15536001324653625}, {""rank"": 3, ""id"": ""plate_disc_panel"", ""name"": ""plate disc or panel"", ""role"": ""large_static_bulk"", ""score"": 0.09133144468069077}, {""rank"": 4, ""id"": ""wheel_castor"", ""name"": ""wheel or castor"", ""role"": ""motion_precision"", ""score"": 0.08579794317483902}, {""rank"": 5, ""id"": ""bearing_bushing"", ""name"": ""bearing or bushing"", ""role"": ""critical_preserve"", ""score"": 0.07224911451339722}]"
675,674,Mesh.1583,674,Mesh_1583.004,washer_spacer_ring,washer spacer or ring,repeated_fastener,0.11698393523693085,pin_rivet_key,pin rivet or key,repeated_fastener,0.11338471621274948,0.003599219024181366,"[{""rank"": 1, ""id"": ""washer_spacer_ring"", ""name"": ""washer spacer or ring"", ""role"": ""repeated_fastener"", ""score"": 0.11698393523693085}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.11338471621274948}, {""rank"": 3, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.10323795676231384}, {""rank"": 4, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.10006166249513626}, {""rank"": 5, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.0816679447889328}]"
676,675,Mesh.1584,675,Mesh_1584.004,pin_rivet_key,pin rivet or key,repeated_fastener,0.12665747106075287,joint_clamp_hinge,joint clamp or hinge,structural_control,0.12276063114404678,0.003896839916706085,"[{""rank"": 1, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.12665747106075287}, {""rank"": 2, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.12276063114404678}, {""rank"": 3, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.10665629059076309}, {""rank"": 4, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.1050027385354042}, {""rank"": 5, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.07803140580654144}]"
677,676,Mesh.1576,676,Mesh_1576.004,nut,nut,repeated_fastener,0.11572259664535522,ordinary_irregular_part,ordinary irregular industrial part,ordinary_low_detail,0.09154411405324936,0.024178482592105865,"[{""rank"": 1, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.11572259664535522}, {""rank"": 2, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.09154411405324936}, {""rank"": 3, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.09012485295534134}, {""rank"": 4, ""id"": ""washer_spacer_ring"", ""name"": ""washer spacer or ring"", ""role"": ""repeated_fastener"", ""score"": 0.09012485295534134}, {""rank"": 5, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.08078739047050476}]"
678,677,Mesh.1577,677,Mesh_1577.004,nut,nut,repeated_fastener,0.19371318817138672,washer_spacer_ring,washer spacer or ring,repeated_fastener,0.14172358810901642,0.0519896000623703,"[{""rank"": 1, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.19371318817138672}, {""rank"": 2, ""id"": ""washer_spacer_ring"", ""name"": ""washer spacer or ring"", ""role"": ""repeated_fastener"", ""score"": 0.14172358810901642}, {""rank"": 3, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.12122262269258499}, {""rank"": 4, ""id"": ""bearing_bushing"", ""name"": ""bearing or bushing"", ""role"": ""critical_preserve"", ""score"": 0.07352523505687714}, {""rank"": 5, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.06907057017087936}]"
679,678,Mesh.1574,678,Mesh_1574.004,pin_rivet_key,pin rivet or key,repeated_fastener,0.1609547883272171,joint_clamp_hinge,joint clamp or hinge,structural_control,0.1560027301311493,0.00495205819606781,"[{""rank"": 1, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.1609547883272171}, {""rank"": 2, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.1560027301311493}, {""rank"": 3, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.1293307989835739}, {""rank"": 4, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.07254800945520401}, {""rank"": 5, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.0714232549071312}]"
680,679,Mesh.1575,679,Mesh_1575.004,pin_rivet_key,pin rivet or key,repeated_fastener,0.157318577170372,joint_clamp_hinge,joint clamp or hinge,structural_control,0.1524783968925476,0.004840180277824402,"[{""rank"": 1, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.157318577170372}, {""rank"": 2, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.1524783968925476}, {""rank"": 3, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.12839968502521515}, {""rank"": 4, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.07667095214128494}, {""rank"": 5, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.07548227906227112}]"
681,680,Mesh.1625,680,Mesh_1625.004,washer_spacer_ring,washer spacer or ring,repeated_fastener,0.17033326625823975,nut,nut,repeated_fastener,0.14569376409053802,0.02463950216770172,"[{""rank"": 1, ""id"": ""washer_spacer_ring"", ""name"": ""washer spacer or ring"", ""role"": ""repeated_fastener"", ""score"": 0.17033326625823975}, {""rank"": 2, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.14569376409053802}, {""rank"": 3, ""id"": ""wheel_castor"", ""name"": ""wheel or castor"", ""role"": ""motion_precision"", ""score"": 0.08836773037910461}, {""rank"": 4, ""id"": ""bearing_bushing"", ""name"": ""bearing or bushing"", ""role"": ""critical_preserve"", ""score"": 0.07798425108194351}, {""rank"": 5, ""id"": ""plate_disc_panel"", ""name"": ""plate disc or panel"", ""role"": ""large_static_bulk"", ""score"": 0.07558492571115494}]"
682,681,Mesh.1624,681,Mesh_1624.004,washer_spacer_ring,washer spacer or ring,repeated_fastener,0.17723806202411652,nut,nut,repeated_fastener,0.14465749263763428,0.03258056938648224,"[{""rank"": 1, ""id"": ""washer_spacer_ring"", ""name"": ""washer spacer or ring"", ""role"": ""repeated_fastener"", ""score"": 0.17723806202411652}, {""rank"": 2, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.14465749263763428}, {""rank"": 3, ""id"": ""wheel_castor"", ""name"": ""wheel or castor"", ""role"": ""motion_precision"", ""score"": 0.09194989502429962}, {""rank"": 4, ""id"": ""plate_disc_panel"", ""name"": ""plate disc or panel"", ""role"": ""large_static_bulk"", ""score"": 0.07622914761304855}, {""rank"": 5, ""id"": ""bearing_bushing"", ""name"": ""bearing or bushing"", ""role"": ""critical_preserve"", ""score"": 0.07622914761304855}]"
683,682,Mesh.1565,682,Mesh_1565.004,joint_clamp_hinge,joint clamp or hinge,structural_control,0.13192778825759888,pin_rivet_key,pin rivet or key,repeated_fastener,0.12786880135536194,0.0040589869022369385,"[{""rank"": 1, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.13192778825759888}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.12786880135536194}, {""rank"": 3, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.09210044145584106}, {""rank"": 4, ""id"": ""plate_disc_panel"", ""name"": ""plate disc or panel"", ""role"": ""large_static_bulk"", ""score"": 0.08652035892009735}, {""rank"": 5, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.08255830407142639}]"
684,683,Mesh.1552,683,Mesh_1552.004,large_foundation_frame,large foundation frame or static support,large_static_bulk,0.15898196399211884,plate_disc_panel,plate disc or panel,large_static_bulk,0.13598448038101196,0.022997483611106873,"[{""rank"": 1, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.15898196399211884}, {""rank"": 2, ""id"": ""plate_disc_panel"", ""name"": ""plate disc or panel"", ""role"": ""large_static_bulk"", ""score"": 0.13598448038101196}, {""rank"": 3, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.133876234292984}, {""rank"": 4, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.12381527572870255}, {""rank"": 5, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.08247875422239304}]"
685,684,Mesh.1551,684,Mesh_1551.004,pin_rivet_key,pin rivet or key,repeated_fastener,0.19680646061897278,joint_clamp_hinge,joint clamp or hinge,structural_control,0.12906883656978607,0.0677376240491867,"[{""rank"": 1, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.19680646061897278}, {""rank"": 2, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.12906883656978607}, {""rank"": 3, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.10210184752941132}, {""rank"": 4, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.08870762586593628}, {""rank"": 5, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.08464541286230087}]"
686,685,Mesh.1568,685,Mesh_1568.004,pin_rivet_key,pin rivet or key,repeated_fastener,0.20181943476200104,joint_clamp_hinge,joint clamp or hinge,structural_control,0.1547403335571289,0.04707910120487213,"[{""rank"": 1, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.20181943476200104}, {""rank"": 2, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.1547403335571289}, {""rank"": 3, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.10972732305526733}, {""rank"": 4, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.10470254719257355}, {""rank"": 5, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.06350529938936234}]"
687,686,Mesh.1571,686,Mesh_1571.004,large_foundation_frame,large foundation frame or static support,large_static_bulk,0.15571032464504242,joint_clamp_hinge,joint clamp or hinge,structural_control,0.14400850236415863,0.011701822280883789,"[{""rank"": 1, ""id"": ""large_foundation_frame"", ""name"": ""large foundation frame or static support"", ""role"": ""large_static_bulk"", ""score"": 0.15571032464504242}, {""rank"": 2, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.14400850236415863}, {""rank"": 3, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.12126732617616653}, {""rank"": 4, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.09744103997945786}, {""rank"": 5, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.08734557777643204}]"
688,687,Mesh.1492,687,Mesh_1492.004,washer_spacer_ring,washer spacer or ring,repeated_fastener,0.17272262275218964,nut,nut,repeated_fastener,0.1409721076488495,0.03175051510334015,"[{""rank"": 1, ""id"": ""washer_spacer_ring"", ""name"": ""washer spacer or ring"", ""role"": ""repeated_fastener"", ""score"": 0.17272262275218964}, {""rank"": 2, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.1409721076488495}, {""rank"": 3, ""id"": ""wheel_castor"", ""name"": ""wheel or castor"", ""role"": ""motion_precision"", ""score"": 0.09245176613330841}, {""rank"": 4, ""id"": ""bearing_bushing"", ""name"": ""bearing or bushing"", ""role"": ""critical_preserve"", ""score"": 0.07785218954086304}, {""rank"": 5, ""id"": ""plate_disc_panel"", ""name"": ""plate disc or panel"", ""role"": ""large_static_bulk"", ""score"": 0.0731353610754013}]"
689,688,Mesh.1484,688,Mesh_1484.004,washer_spacer_ring,washer spacer or ring,repeated_fastener,0.16968858242034912,nut,nut,repeated_fastener,0.1384957879781723,0.03119279444217682,"[{""rank"": 1, ""id"": ""washer_spacer_ring"", ""name"": ""washer spacer or ring"", ""role"": ""repeated_fastener"", ""score"": 0.16968858242034912}, {""rank"": 2, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.1384957879781723}, {""rank"": 3, ""id"": ""wheel_castor"", ""name"": ""wheel or castor"", ""role"": ""motion_precision"", ""score"": 0.08941960334777832}, {""rank"": 4, ""id"": ""plate_disc_panel"", ""name"": ""plate disc or panel"", ""role"": ""large_static_bulk"", ""score"": 0.07768909633159637}, {""rank"": 5, ""id"": ""bearing_bushing"", ""name"": ""bearing or bushing"", ""role"": ""critical_preserve"", ""score"": 0.07648463547229767}]"
690,689,Mesh.1500,689,Mesh_1500.004,handle_lever_knob,handle lever or knob,structural_control,0.15768586099147797,pin_rivet_key,pin rivet or key,repeated_fastener,0.1391572803258896,0.01852858066558838,"[{""rank"": 1, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.15768586099147797}, {""rank"": 2, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.1391572803258896}, {""rank"": 3, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.10669559985399246}, {""rank"": 4, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.09564131498336792}, {""rank"": 5, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.08440316468477249}]"
691,690,Mesh.1501,690,Mesh_1501.004,pin_rivet_key,pin rivet or key,repeated_fastener,0.16050900518894196,handle_lever_knob,handle lever or knob,structural_control,0.14164870977401733,0.01886029541492462,"[{""rank"": 1, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.16050900518894196}, {""rank"": 2, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.14164870977401733}, {""rank"": 3, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.10044397413730621}, {""rank"": 4, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.0928954929113388}, {""rank"": 5, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.09145527333021164}]"
692,691,Mesh.1502,691,Mesh_1502.004,pin_rivet_key,pin rivet or key,repeated_fastener,0.1832658350467682,handle_lever_knob,handle lever or knob,structural_control,0.1776273399591446,0.005638495087623596,"[{""rank"": 1, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.1832658350467682}, {""rank"": 2, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.1776273399591446}, {""rank"": 3, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.11115635186433792}, {""rank"": 4, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.06955986469984055}, {""rank"": 5, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.06637448817491531}]"
693,692,Mesh.1503,692,Mesh_1503.004,pin_rivet_key,pin rivet or key,repeated_fastener,0.12294486910104752,handle_lever_knob,handle lever or knob,structural_control,0.12294486910104752,0.0,"[{""rank"": 1, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.12294486910104752}, {""rank"": 2, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.12294486910104752}, {""rank"": 3, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.12103878706693649}, {""rank"": 4, ""id"": ""plate_disc_panel"", ""name"": ""plate disc or panel"", ""role"": ""large_static_bulk"", ""score"": 0.09574955701828003}, {""rank"": 5, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.09280365705490112}]"
694,693,Mesh.1504,693,Mesh_1504.004,pin_rivet_key,pin rivet or key,repeated_fastener,0.23234835267066956,nut,nut,repeated_fastener,0.2115555703639984,0.020792782306671143,"[{""rank"": 1, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.23234835267066956}, {""rank"": 2, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.2115555703639984}, {""rank"": 3, ""id"": ""washer_spacer_ring"", ""name"": ""washer spacer or ring"", ""role"": ""repeated_fastener"", ""score"": 0.1243671104311943}, {""rank"": 4, ""id"": ""bearing_bushing"", ""name"": ""bearing or bushing"", ""role"": ""critical_preserve"", ""score"": 0.12054073065519333}, {""rank"": 5, ""id"": ""pipe_fitting_valve_nozzle"", ""name"": ""pipe fitting valve or nozzle"", ""role"": ""interface_fluid"", ""score"": 0.05693941190838814}]"
695,694,Mesh.1505,694,Mesh_1505.004,pin_rivet_key,pin rivet or key,repeated_fastener,0.22631895542144775,nut,nut,repeated_fastener,0.20606575906276703,0.020253196358680725,"[{""rank"": 1, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.22631895542144775}, {""rank"": 2, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.20606575906276703}, {""rank"": 3, ""id"": ""washer_spacer_ring"", ""name"": ""washer spacer or ring"", ""role"": ""repeated_fastener"", ""score"": 0.12895265221595764}, {""rank"": 4, ""id"": ""bearing_bushing"", ""name"": ""bearing or bushing"", ""role"": ""critical_preserve"", ""score"": 0.12498518824577332}, {""rank"": 5, ""id"": ""pipe_fitting_valve_nozzle"", ""name"": ""pipe fitting valve or nozzle"", ""role"": ""interface_fluid"", ""score"": 0.05903882905840874}]"
696,695,Mesh.1506,695,Mesh_1506.004,pin_rivet_key,pin rivet or key,repeated_fastener,0.1283210963010788,handle_lever_knob,handle lever or knob,structural_control,0.10310890525579453,0.02521219104528427,"[{""rank"": 1, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.1283210963010788}, {""rank"": 2, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.10310890525579453}, {""rank"": 3, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.10310890525579453}, {""rank"": 4, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.0983872041106224}, {""rank"": 5, ""id"": ""washer_spacer_ring"", ""name"": ""washer spacer or ring"", ""role"": ""repeated_fastener"", ""score"": 0.08819372206926346}]"
697,696,Mesh.1507,696,Mesh_1507.004,pin_rivet_key,pin rivet or key,repeated_fastener,0.15774773061275482,handle_lever_knob,handle lever or knob,structural_control,0.1436309516429901,0.01411677896976471,"[{""rank"": 1, ""id"": ""pin_rivet_key"", ""name"": ""pin rivet or key"", ""role"": ""repeated_fastener"", ""score"": 0.15774773061275482}, {""rank"": 2, ""id"": ""handle_lever_knob"", ""name"": ""handle lever or knob"", ""role"": ""structural_control"", ""score"": 0.1436309516429901}, {""rank"": 3, ""id"": ""joint_clamp_hinge"", ""name"": ""joint clamp or hinge"", ""role"": ""structural_control"", ""score"": 0.10027055442333221}, {""rank"": 4, ""id"": ""nut"", ""name"": ""nut"", ""role"": ""repeated_fastener"", ""score"": 0.09567883610725403}, {""rank"": 5, ""id"": ""ordinary_irregular_part"", ""name"": ""ordinary irregular industrial part"", ""role"": ""ordinary_low_detail"", ""score"": 0.08988194167613983}]"
